Domain	Phylum	Class	Order	Family	Genus	Species	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
6ea547d855cd4b034ed681d2f7090956	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	7	0	0	0	0
818e7f72489001deb83f21de078b32a6	Bacteria	Actinomycetota	Geothermincolia	Fen-727	Anoxymicrobiaceae	Anoxymicrobium	Anoxymicrobium japonicum	0	0	0	0	0	0	0	0	0	7	0	0	0	0
6f49cf4d0f9bbbe4140f5337a38d5f1a	Bacteria	Chloroflexota	Anaerolineae	UBA7937	B3-Chlor	B3-Chlor	Unassigned	0	0	0	0	0	0	0	0	0	7	0	0	0	0
23f154d8d4cb38999050d4d35f6e4ead	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	7	0	0	0	0
8803a06a32322dcfbbad52e2730461ce	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ebeb145b022edb6ea170ab3b5f045ce2	Bacteria	Patescibacteria	ABY1	Veblenbacterales	UBA10138	UBA10138	UBA10138 sp000995845	0	0	0	0	0	0	0	0	0	0	7	0	0	0
6b16da62e2fd948d653bcfb9c7b22c2a	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	W-Chloroflexi-9	W-Chloroflexi-9 sp002840675	0	0	0	0	0	0	0	0	0	0	7	0	0	0
b825a60fc4403504609577548448ae7c	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	7	0	0	0
a4ad51ca4de37ed421006ca36ddac800	Bacteria	Planctomycetota	Phycisphaerae	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	7	0	0	0
b74e8d2eb47ec347a1fab2bd33724565	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	7	0	0	0
25fc20d0d09447f6293af0c1741d1fb9	Bacteria	Bacillota_A_368345	Clostridia_258483	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A olsenii	0	0	0	0	0	0	0	0	0	0	0	7	0	0
3f387b95a3d8e6e1e1cebe97dacfa179	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Labraceae	Labrys	Unassigned	0	0	0	0	0	0	0	0	0	0	0	7	0	0
b6b267090f068029787eccfaea5c5ba0	Bacteria	Bacillota_A_368345	Clostridia_258483	Clostridiales	Clostridiaceae_222000	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	7	0	0
88179ac77c9578ec3fc27653cc808c20	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A_595421	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	7	0	0
7254a0d008799df2599ba0d3c415b2b0	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
c238df253b7a231cf554cbdf42fab9ac	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
3a86e189255e3521a10cd8b9ec19312c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Methylobacterium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
c7381bb8b33362034bfc55ba9dafc3a3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	7	0
9ad398b2ecbb1c30896f8c6810ad12c4	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
fec61133c439cf4652cde11127d6d7dd	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales_507929	Azospirillaceae_507917	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
eccb613c1b7184c561cfe4ddfa42d991	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
2499946c3772b5b324e9f750b4a2b5fd	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Novosphingobium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	7	0
adfac590844971d5f800aa09cb280ed0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
872844b5ed6de32ae95307ff88f2cac6	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
9d99f07ed110d119849a5db3fa4dea3f	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
19ae8a05b06551483781f3d68a2fcb3a	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
db5d4077d8e5c6e53a2fcc4580b62b8c	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
576982b7afc8b3ee858e27c68be29fc5	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
29c5d20ced73e379bd8c2ecf2ebb9718	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	SURF-40	SURF-40	SURF-40 sp003599745	0	0	0	0	0	0	0	0	0	0	0	0	0	7
4379a7a01eede80b9ddfdb489d46f9e0	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ab62fd27e44aa37dcdad47ef1e97494b	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
0efb6a33edb89ac9129d7cf371cfb623	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	7
e1cb7b091b24c23b89f1b367275d8b90	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	6	0	0	0	0	0	0	0	0	0	0	0	0	0
647c421830b75dab35118638f533d52a	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
b27f186181dda301695e9863f08b98ab	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Edaphobacter_415416	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
4abcb7cf0d83f779e5acaf90be89a108	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales_400645	Streptomycetaceae_400641	Streptomyces_400150	Streptomyces albolongus	0	6	0	0	0	0	0	0	0	0	0	0	0	0
8523f511bb5ce7503ce97cc34b0a7a19	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A_392796	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
f5ac1aa60302b1b5553c1cb7c5b66401	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
875498f0aba2055c280c9e0ad7f33635	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Unassigned	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
749b59958cdf436eca2c3d551b8c49b2	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
4c2bf6b072cf9a0e31b650f77e5bae67	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter_A	Ilumatobacter_A coccineus_A	0	6	0	0	0	0	0	0	0	0	0	0	0	0
57a7bfb17f5bf804f608148f7ecc06c7	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
94f7131d5d3db62f553be88cde49d222	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
9c1db8c2bf6a428dcb2920eee862c0f8	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Unassigned	Unassigned	Unassigned	0	6	0	0	0	0	0	0	0	0	0	0	0	0
212116468bf11ca616aa394b863009d0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Unassigned	Unassigned	Unassigned	0	0	6	0	0	0	0	0	0	0	0	0	0	0
9eb3d33963897bd659e1d3c13e5d7146	Bacteria	Armatimonadota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
98804a15ba55be6e2787182ec65da6f0	Bacteria	Patescibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
e4036a3b458e4a4ffc7d092c8b593d45	Bacteria	Patescibacteria	Saccharimonadia	UBA4664	Unassigned	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
dd433d13a4a0bf77da3eee66c6bfa795	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	0	0	6	0	0	0	0	0	0	0	0	0	0
4c2cb200e617b17edbbe2523ab486211	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	Vitreimonas	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
6a71fab35aacd3a6c9af11e1e497bcdc	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
c9cc34f31619ecbe8893a2edb0adda3b	Bacteria	Patescibacteria	Dojkabacteria	J137	J137	J137	J137 sp003694175	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ba5602bf6a26ddf9fc6d47fbe19bfbd7	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
85a854d7c3cb061565381a968b3cc247	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	GWA2-37-8	XYD2-FULL-39-9	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
7a6f9b3e826cee306ea8de2fdfa3d4de	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
5f955362b115d9484ba03084062c8af4	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	2-01-FULL-56-20	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
34c1ee7cb5633c206f96c793071ffffd	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
00d04f104afb2a94c2d4b13aaea9fd28	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	6	0	0	0	0	0	0	0	0	0	0
9e1c972f0a13182bdea5f0991b7bd795	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150	UBA5150 sp002792275	0	0	0	6	0	0	0	0	0	0	0	0	0	0
04661dd38bdbe5fe40d9ea0829c50ee5	Bacteria	Acidobacteriota	Terriglobia	Versatilivoradales	Versatilivoraceae	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
110fd909e54ba9dcb71bee0851343a61	Bacteria	Pseudomonadota	Alphaproteobacteria	Caedimonadales	Caedimonadaceae	Paracaedimonas	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
a4a744aa3b893fd3b6b16987422d40b0	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Paludibaculum	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
c97973526de5f1deb8e543ece9db5c2d	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	0	0	0	0	0
04e83f3903726530cd2d1929c3ac6429	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Unassigned	Unassigned	0	0	0	0	6	0	0	0	0	0	0	0	0	0
00833ef941f6839134256dee680ae2cd	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A_392796	Unassigned	0	0	0	0	6	0	0	0	0	0	0	0	0	0
1d5b2961aa665e5c2af7597c07a6a93b	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A_392796	Unassigned	0	0	0	0	6	0	0	0	0	0	0	0	0	0
6742aff48b5f9dd1126ae865999cbd81	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0	0	0	0	6	0	0	0	0	0	0	0	0	0
cc9e283ce093a6dab190528aa0c778e8	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	0	0	0	6	0	0	0	0	0	0	0	0	0
5415fd8cde1e14954831335e347b70cc	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	6	0	0	0	0	0	0	0	0
5c42d8e002f00002db67fccb47345835	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	6	0	0	0	0	0	0	0	0
f0d70ae6896ed0463c8f3815b5f7f751	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Methylobacterium	Methylobacterium komagatae	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0caa349e5fa040c360fb26cac14a7dc2	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	6	0	0	0	0	0	0	0	0
69f05be52e820e91038d3e802e97ef63	Bacteria	Patescibacteria	ABY1	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
d38812cdcf865d44e8c0e0edd240b596	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	Ilumatobacteraceae	Casp-actino8	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
031fef13fb7f6cbcd5fbb1e9d60284ce	Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
9bfb0bf77ccfa43c75e60ff982682a68	Bacteria	Desulfobacterota_C	Deferrisomatia	Deferrisomatales	BM512	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
3d71cdf2ec7bca11633587b935c9a838	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	GWC2-37-73	UBA1362	UBA1362 sp002306085	0	0	0	0	0	0	6	0	0	0	0	0	0	0
712d6d3da9aa1c241bc693a4887f510d	Bacteria	Patescibacteria	ABY1	Veblenbacterales	UBA10138	UBA10138	UBA10138 sp000995845	0	0	0	0	0	0	6	0	0	0	0	0	0	0
6e9d30c988c97c1a2b3945d0d49fa047	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
34a09610b53845b4b0d81b7509b35986	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
67a2a523ed0d42f33a9c826266b4843e	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
752ae4f7653ef5ba9d70d990ba45334f	Bacteria	Bacteroidota	Kapaibacteriia	Kapaibacteriales	UBA2268	PGYU01	PGYU01 sp002839825	0	0	0	0	0	0	6	0	0	0	0	0	0	0
432b6c94534df9ddaccad9b3c25a4afe	Bacteria	Patescibacteria	Doudnabacteria	UBA920	2-01-FULL-46-14	2-01-FULL-46-14	2-01-FULL-46-14 sp001777515	0	0	0	0	0	0	6	0	0	0	0	0	0	0
8ba1675eda2f74a223f009e9f5e13d90	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
8f57c3c636b23d4acbc82e7e69f369ed	Bacteria	Chloroflexota	Dehalococcoidia	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
b2b89bde0638cf9393017e739cf555fa	Archaea	Altiarchaeota	Altiarchaeia	IMC4_661	SCGC-AAA252-I15	CABMCB01	CABMCB01 sp902384455	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ef189ce8ec18eea6621666e337dfb94f	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
9650837f743ea94f59b1bb1b8fb54d44	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA5272	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
86d6dfb2b7356e1df2702aaf7e5c3827	Bacteria	Bacillota_A_368345	Clostridia_258483	Acetivibrionales	QPJT01	Anaerobacterium	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
07d4c80705d6af9aa455d4fdf213e569	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Tyrphobacter	Tyrphobacter aquilonaris	0	0	0	0	0	0	6	0	0	0	0	0	0	0
407077151a5e4f3e019354f8e7db026c	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Fen-178	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
2077b951504c50d11c145a47fa9e6a53	Bacteria	Elusimicrobiota	Elusimicrobia_984208	UBA1565	UBA9628	GWA2-66-18	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
661122bbad85396ab69892d80042aa68	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nakamurellaceae	Nakamurella	Nakamurella multipartita	0	0	0	0	0	0	6	0	0	0	0	0	0	0
be4178296042b99939e83e3a28b45c2f	Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	PALSA-1081	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
6341d9b5f955770990fabfcc79cd1f49	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
36ef1e2b2654c6c4e6bac95407150b14	Bacteria	Patescibacteria	ABY1	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
f3ffd3bf5a49c15cb4f59e4401bf78b5	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA2206	Unassigned	Unassigned	0	0	0	0	0	0	6	0	0	0	0	0	0	0
40bcfd4551dc264f327b18d566e0eb3f	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	GWC2-73-18 sp001794945	0	0	0	0	0	0	6	0	0	0	0	0	0	0
0d7bcc78f8ddbcdcaf36c860eb536758	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	6	0	0	0	0	0
3036ce79c0f29012ee1e233270db3635	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	6	0	0	0	0	0
0fd6610050508bb27acc056d98ee89bc	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA1222	SURF-27	SURF-27 sp003597995	0	0	0	0	0	0	0	0	6	0	0	0	0	0
f9cc50dacd45de28ece8ad99685c3dd1	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella terrae	0	0	0	0	0	0	0	0	0	6	0	0	0	0
0b2d902ebdd44ef1c392dc6d6d39d1a2	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp900299275	0	0	0	0	0	0	0	0	0	6	0	0	0	0
8dad70c3a96cd4249e4d6b52679a09ae	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
6f75fa09aee10d633ddb4d3dd8325632	Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Elarobacter	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
650441e72bd60a3a46e547fc312681ff	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	2-01-FULL-56-20	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
998c4ade6a376661502a2c3e6e1433a5	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
891e7236d75fd7af28714f0a50ba7e49	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales_B_877923	Flavobacteriaceae	Capnocytophaga	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
9f9ce361df7b9bc9dd2bfdf8711a0b47	Bacteria	Bacillota_A_368345	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii_A	0	0	0	0	0	0	0	0	0	6	0	0	0	0
c31410cae7240cae0ffc079175c5d0b9	Bacteria	Cyanobacteriota	Chloroplast	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
a76a6e703cb9529f329b1d5780fef066	Bacteria	Actinomycetota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
8b3307f32cecb24b9c88a86bea7f09b2	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
5703467c5f0ac83199dfdaa00249169d	Bacteria	Patescibacteria	Saccharimonadia	UBA4664	UBA4664	UBA4664	UBA4664 sp002415345	0	0	0	0	0	0	0	0	0	6	0	0	0	0
404d6ee3a3a1c191e962a935df62124f	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	6	0	0	0	0
c5765883b68eba3a3251fbbff446a623	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	Unassigned	0	0	0	0	0	0	0	0	0	0	6	0	0	0
568e9ee6cb147a339141dfd21603dc3c	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	6	0	0	0
72fd8f6a7f23f66de3889873dbc67b61	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	6	0	0	0
df1d208e0dd56e97cc7c888365c2e2f0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	JAABRT01	JAABRT01 sp011390935	0	0	0	0	0	0	0	0	0	0	0	6	0	0
016edba2509c15a25055313599796503	Bacteria	Actinomycetota	Acidimicrobiia_401430	IMCC26256	PALSA-555	SHUY01	Unassigned	0	0	0	0	0	0	0	0	0	0	0	6	0	0
a02116edb00a1dd71927c6814f33bb8d	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus_376336	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	6	0
bf1ad7b111738cf1e89c5a3495fa54d2	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A_392796	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	6	0
399f1fc9a33a7c41bf39b86b556d1c06	Bacteria	Acidobacteriota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	6	0
dd7cf857291897f69cbcff00af5bef94	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6
3f0e8ec1ab0281e031108450e6fe7a6d	Bacteria	Elusimicrobiota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6
3456ce82c9acca79f4c4f49582f1491e	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233 sp003169895	0	0	0	0	0	0	0	0	0	0	0	0	0	6
fe2e5dcf99e718ae8c494b5272047590	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6
4812ad58829c2124835300becd3d99f9	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6
c3c717056742f5960eb694e105c1f5cd	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6
9a5de71296819b3a74a8c725d8020648	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Rhizorhabdus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1ed40ca689ad82f1d2cfcc90019e7d40	Bacteria	Cyanobacteriota	Chloroplast	Unassigned	Unassigned	Unassigned	Unassigned	5	0	0	0	0	0	0	0	0	0	0	0	0	0
6e1eb59f14404d312c1d9b3ac17feaad	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	5	0	0	0	0	0	0	0	0	0	0	0	0
9ceb92a073f8aed5f1d78aec9f8f9563	Bacteria	Bdellovibrionota_473306	Bdellovibrionia	Bdellovibrionales	UBA1609	J124	Unassigned	0	5	0	0	0	0	0	0	0	0	0	0	0	0
